,class_4FGL,Flux1000,PL_Index,LP_Index,LP_SigCurv,PLEC_ExpfactorS,PLEC_Flux_Density,Frac_Variability
266,bcu-bll-fsrq-agn,3.836061e-11,1.6774392,1.0047522,2.0099165,0.71403426,1.7512184000000002e-15,0.0
267,Soft,4.024137e-09,2.284425,2.2754097,5.2775625999999995,0.06686588,1.7561488999999997e-12,0.8770209999999999
268,MSP,2.2540294e-09,2.182459,1.9899247,11.11923,0.41043556,1.4238593000000002e-12,0.0
270,Soft,2.089103e-10,2.5983014,2.616588,1.68708,0.16123562,3.5019681e-13,0.6864945
271,Soft,2.0367506e-10,2.1878493,2.1505697,0.85156584,0.05020533,4.8808444000000005e-14,0.0
272,bcu-bll-fsrq-agn,6.8477873e-10,1.8138029999999998,1.6674848000000002,2.959704,0.05103164,6.2249176e-14,0.43949983
273,bcu-bll-fsrq-agn,2.1369147000000002e-10,2.1032195,1.9100392,1.2635968000000002,0.19544226,4.5852123e-14,0.89384323
274,Soft,1.0768035e-10,2.4358174999999997,2.3507373,0.8130026,0.15322524,1.0958659500000002e-13,0.21602657
276,Soft,3.031849e-10,2.6129417,2.5012763,2.3364494,0.12500753,4.364598000000001e-12,0.66464436
277,Soft,4.3997178e-10,2.3178937000000004,2.2733807999999995,1.4878076,0.058350038,4.807664e-13,0.78234667
279,psr,3.466844e-09,2.1136847000000003,1.7574191000000003,17.004072,0.6716386,1.6617054e-12,0.0
280,Soft,9.4654846e-11,2.3209400000000002,2.2120580000000003,0.0,0.7691420999999999,5.1106766e-14,0.03381122
281,Soft,1.9668438e-10,2.25801,2.224957,1.081486,0.09311692,1.0254087300000001e-13,0.38520843
282,bcu-bll-fsrq-agn,2.0904823999999998e-10,2.2774928,2.2807999,0.058929786,0.027459959,6.301615e-14,0.8569700000000001
284,Soft,1.3807536e-10,2.2989845,2.2959874,0.3527218,0.046685565,1.5522526000000003e-14,0.0
285,Soft,1.7867288e-10,2.7327793,2.6936338,1.2804582,0.16587079,1.0421912000000001e-12,0.22990498
286,Soft,1.0097739999999999e-08,2.3578417000000003,2.2835996,17.417683,0.12376501,6.3264664e-11,0.85781705
287,bcu-bll-fsrq-agn,7.119865e-10,2.0455463,1.9229566999999999,2.5538237,0.08719527,3.3488049999999997e-13,0.16798386
288,Soft,1.9089055e-10,2.1148932,2.0979025,0.28515676,0.040777795,2.1732042999999998e-14,0.5365989000000001
289,Soft,2.116121e-09,2.6060605,2.6031365,6.895157000000001,0.22794862,4.3235138e-12,1.087106
291,bcu-bll-fsrq-agn,1.6718492e-10,1.8422483,1.7286308999999997,1.6871082999999998,0.099196054,1.4551885e-14,0.41564167
292,bcu-bll-fsrq-agn,2.098318e-09,2.000249,1.9869518,0.8351030999999999,0.022095772000000003,1.8340739999999999e-13,0.10255089
293,bcu-bll-fsrq-agn,7.515600000000001e-11,1.6873648999999997,1.6456518,0.39673626,0.068475366,1.0541842e-15,0.26900947
294,Soft,1.2220944e-10,2.4897687000000004,2.4785592999999997,0.36502326,0.043638135999999994,1.51716e-13,0.64126855
295,bcu-bll-fsrq-agn,2.3870375e-10,2.0331652,2.0353665000000003,0.09597947400000001,0.00026261964,3.523169e-14,0.050993115
296,bcu-bll-fsrq-agn,1.8133076e-10,2.3079183,2.312842,0.32654157,-0.001723655,7.1063706e-14,0.37679026
297,bcu-bll-fsrq-agn,1.0809341599999999e-10,1.866723,1.7361983,1.0477285,0.12508306,4.923776e-15,0.0
298,bcu-bll-fsrq-agn,8.419398e-11,2.6166685000000003,2.6632528,0.41570280000000004,0.06377382,2.4865299e-13,0.77155095
300,Soft,1.9390682e-10,2.7447692999999997,2.711229,2.2290256,0.13003851,3.1862653e-12,0.34571588
301,Soft,8.395712e-09,2.074247,1.9903638,9.411692,0.044051482999999995,1.5401482000000002e-11,0.27636479999999997
302,Soft,2.675359e-10,2.4427953,2.3354075,2.491405,0.30944753,6.750463e-13,0.43753836
303,Soft,7.044643000000001e-11,2.677832,2.9248529999999997,2.7950504,1.8052156000000004,1.5237261999999998e-12,0.30707765
304,bcu-bll-fsrq-agn,9.773254399999999e-11,1.943591,1.9110884999999997,3.1082118,1.3002174,8.667832e-15,0.0
305,bcu-bll-fsrq-agn,3.7520337000000003e-10,2.0028696,1.8092371999999999,2.3218959999999997,0.14069547,7.7885737e-14,0.0
306,Soft,2.4911155e-09,2.3411708,2.2445264,5.789127,0.07020389,1.5069744e-11,0.7968675999999999
307,Soft,4.679727e-10,2.370542,2.2408855,3.1320302000000004,0.1298792,1.8801933e-12,0.9041533000000002
308,Soft,1.539821e-09,2.2131813,2.128539,4.0344357,0.06728593,1.3832790000000002e-12,1.0018236999999999
309,bcu-bll-fsrq-agn,2.556351e-10,2.5906757999999996,2.5946755,0.14019339,0.04223564,3.153039e-13,0.3775031
310,bcu-bll-fsrq-agn,3.8177125e-10,2.1298797,2.0374346,0.9974528,0.09714281,1.4009079e-14,0.83072656
311,bcu-bll-fsrq-agn,1.1587590000000001e-09,2.062062,1.9838626,2.18364,0.040075384,7.4338734e-13,0.33702052
312,bcu-bll-fsrq-agn,1.1903993e-10,1.6764723000000001,1.6425672999999998,0.2636261,0.04253102,2.6778885e-15,0.45366627
313,bcu-bll-fsrq-agn,1.4591925e-10,2.1389810000000002,2.0407944,1.2660904,0.21072446,2.0048843e-14,0.7734215
314,Soft,2.4509866e-10,2.6852963,2.6821007999999997,1.2043966999999998,-0.008944274,1.3919371000000002e-12,0.6641062
316,bcu-bll-fsrq-agn,1.3945979e-09,2.0884812,1.9342734000000001,4.0176663,0.078822196,1.1079603e-12,0.15979427
317,bcu-bll-fsrq-agn,1.7417411e-09,1.9108651,1.8915883000000002,1.1559728,0.02384714,3.0367485999999997e-13,0.73455894
318,Soft,8.0318907e-10,2.3714983,2.3522072,1.5931048,0.031283467999999995,2.0368582999999997e-12,0.96741605
319,bcu-bll-fsrq-agn,1.6117332e-10,1.8726525,1.6950252000000001,1.4043217,0.17204331,7.433506e-15,0.36507398
320,bcu-bll-fsrq-agn,2.5771546e-10,1.8865845,1.7280171999999998,2.0218089,0.08797966,4.1793927000000004e-14,0.101409405
321,bcu-bll-fsrq-agn,1.308997e-10,2.2030972999999996,2.2894343999999998,0.80172426,0.030649351000000002,2.5268905e-14,0.7271356
322,Soft,8.593343000000001e-11,2.674656,2.619104,0.8369636999999999,0.13587488,7.049716e-13,0.32314083
323,Soft,2.8692002e-10,2.7872565,2.8239598,5.445459,1.8235612,1.7846136000000003e-12,0.0
324,bcu-bll-fsrq-agn,4.7551414e-11,1.8218676999999999,1.1521845,1.597516,0.5276679,1.9118175e-15,0.0
325,Soft,7.2640644e-10,2.3660126,2.2666998,3.000723,0.15564203,6.4491153e-13,0.9522894000000001
328,Soft,1.3685086e-10,2.6886189999999996,2.8095965,2.4578830000000003,0.4268317,7.9634536e-13,0.58403265
329,Soft,2.6758105e-09,2.3045197,2.3009994,4.655723,0.073463716,3.185281e-12,0.472508
330,bcu-bll-fsrq-agn,3.185335e-10,1.8103536,1.7136325000000001,1.8453113999999997,0.108284876,2.8072275999999998e-14,0.22733885
331,bcu-bll-fsrq-agn,1.6703347e-10,2.3927009999999997,2.4182667999999996,0.55836135,0.006770763000000001,1.7201094e-13,0.15243474
332,Soft,1.494436e-10,2.3040643,2.3549984,2.0619752,0.43193063,4.9618895e-14,0.0
333,bcu-bll-fsrq-agn,7.7313725e-11,2.1416225,1.9469258999999999,1.8049351000000002,0.60655904,1.4859868e-14,0.0
336,bcu-bll-fsrq-agn,3.4171237e-09,1.9200784,1.8358261999999999,4.7255726,0.03559195,2.5327112e-12,0.13638946
337,bcu-bll-fsrq-agn,1.2208859e-10,1.778775,1.7536258000000002,1.2342826,0.12486711,2.0438386e-15,0.0
338,bcu-bll-fsrq-agn,8.3320566e-11,2.0005604999999997,1.8749702000000001,0.5851637,0.11500685,5.7474695999999996e-15,0.0
339,bcu-bll-fsrq-agn,2.635897e-10,1.9385256000000002,1.86703,1.5904142,0.08366558,3.9133966000000005e-14,0.35196656
340,bcu-bll-fsrq-agn,4.0785197999999996e-11,1.5225629999999999,1.0887975,0.8680257,0.37607240000000003,4.4701894e-16,0.0
342,bcu-bll-fsrq-agn,2.424019e-10,1.7421539000000001,1.685725,0.81948954,0.053494442,8.589171e-15,0.32662129999999995
343,bcu-bll-fsrq-agn,6.3966964e-11,1.8391879,1.8431702,0.59696937,-0.024442863,7.932238000000001e-16,0.0
344,bcu-bll-fsrq-agn,5.111621e-10,1.858914,1.8268363,0.8953834,0.024380767999999997,5.2243474000000006e-14,0.29177484
345,Soft,1.2698516000000002e-10,2.7759924,2.7022232999999996,1.8609818,0.27754107,1.3899836000000002e-12,0.23915184
346,Soft,2.3655006000000003e-10,2.2768794999999997,2.243191,1.0976238,0.14471668,1.6947808e-13,0.8125007
347,Soft,3.2394745e-10,2.6762330000000003,2.8380187,2.6495159,0.5055864000000001,5.2648066e-13,0.49754729999999997
348,Soft,8.3038215e-11,2.6466013999999998,2.5964491,0.68649143,0.15066335,2.3278975e-13,0.0
349,Soft,5.9771205e-10,2.183534,2.0294244,2.9296021,0.1412503,6.970484e-13,0.47679877
350,Soft,9.134564e-11,2.8138525000000003,2.8196573,1.6339021,0.43820688,1.2821883999999999e-12,0.43256882
351,Soft,1.1526845e-10,2.9676782999999998,2.9252937,1.2785476,0.13018999,6.878750599999999e-12,0.0
352,Soft,1.0984211000000001e-10,2.3380754,2.2979467000000002,0.49740914,0.076034166,5.6757556999999994e-14,0.0
353,bcu-bll-fsrq-agn,1.6034176999999999e-10,2.6502228,2.6306162,0.19298013,-0.011837404,1.3356911e-13,0.45015259999999996
355,Soft,3.208234e-10,2.5237267000000005,2.4189255000000003,2.8023686000000003,0.22569163,1.4117858e-12,1.0268261
357,Soft,1.1024586000000001e-10,2.463941,2.066511,1.9053016999999999,0.40859383,1.8833696e-13,0.0
358,Soft,1.7575486e-10,2.5510900000000003,2.49702,1.7074144,0.1703218,5.2565683e-13,0.8754096
359,Soft,1.4812365e-10,2.0322185,2.0299304,0.06911981,0.018683613999999998,1.19209155e-14,0.0
360,bcu-bll-fsrq-agn,7.6932005e-10,2.138459,1.9929351999999998,3.6153602999999994,0.12352269999999999,6.6199135e-13,0.1051637
361,bcu-bll-fsrq-agn,4.0785525e-10,1.9439990000000003,1.8577956999999998,1.5896378,0.07926508,6.3658016e-14,0.96952367
362,Soft,1.0100371e-10,2.1935189999999998,2.1904716,0.72917336,0.029193852000000003,1.9919328000000003e-14,0.0
363,Soft,2.3408656e-10,2.268201,2.2539651000000003,0.2872418,0.011661503,1.6513829999999997e-13,0.48183247
364,Soft,2.3820476e-10,2.4947171000000004,2.473809,0.48815003,0.025372975,2.9257337e-13,0.5730159
366,Soft,2.2877496000000002e-10,2.5789506,2.713747,2.7245166000000003,0.6140224,1.8423368e-13,0.31973925
367,Soft,1.1067453999999999e-10,2.5183557999999997,2.4765728,0.83015054,0.13688342,1.1863308e-13,0.4611234
368,Soft,1.0730697e-10,2.5643494,2.4998994,1.8737400000000002,0.3335532,2.409623e-13,0.5680427
369,bcu-bll-fsrq-agn,2.0455246e-10,2.3069732000000003,2.3076577,0.24175857,-0.0008364214,2.3109108999999998e-14,0.62044203
370,Soft,1.6372891999999998e-10,2.71936,2.5287127000000003,3.638556,1.2705576,1.5391072e-12,0.0
371,bcu-bll-fsrq-agn,2.249444e-10,2.1320212000000005,1.9962118000000002,2.584188,0.32731754,4.5546452e-14,0.7054481
372,Soft,7.897858e-11,2.364966,2.1933682,1.1422595,0.32095587,5.5402768e-14,0.0
373,Soft,6.894482e-10,2.6926240000000004,2.8003666000000003,4.252341700000001,0.5220180999999999,1.6717726999999998e-12,0.0
374,bcu-bll-fsrq-agn,2.4156835e-10,2.0157573,1.7408968999999996,2.9130604,0.31564265,5.218167999999999e-14,0.0
375,Soft,3.6498224e-10,2.5602376000000002,2.4443563999999998,3.3683282999999995,0.2653656,3.4989349000000003e-12,0.4248844
376,bcu-bll-fsrq-agn,1.4422778000000001e-10,2.0156665,1.9794188000000001,0.30335316,0.009469419,1.8456198999999997e-14,0.0
377,bcu-bll-fsrq-agn,1.6602297e-10,2.1115515,2.0735357,0.51369286,0.08261158,2.2020952000000003e-14,0.0
378,bcu-bll-fsrq-agn,1.4012426e-09,1.7986677,1.6502143,4.2317395,0.068812124,1.0040743e-13,0.51620066
379,Soft,5.564841e-10,2.1335661,2.114817,0.8043836,0.042812154000000005,8.208424e-14,0.0
381,Soft,1.802325e-10,2.7450476000000004,2.834264,2.8411574,0.33062047,1.9252976e-12,0.40770188
382,Soft,2.0315667e-09,2.3212886000000004,2.2662162999999995,5.655396,0.08890879,5.802138700000001e-12,0.47214955
383,bcu-bll-fsrq-agn,2.2611821e-10,1.9893031000000003,1.8582195,1.6422343999999998,0.15458679,3.4126964e-14,0.0
384,Soft,2.7863448e-10,2.1314054000000002,2.114639,0.31145272,0.010405259,8.912700999999999e-14,0.0
385,Soft,2.4933047000000003e-10,2.3687146,2.5913234,2.5456773999999998,0.49969617,9.027489999999999e-14,0.42727625
388,Soft,1.6452133e-09,2.3358567000000003,2.23604,5.6931634,0.10066573,6.4698247e-12,1.1514616000000002
389,bcu-bll-fsrq-agn,5.894796e-11,1.7204716,1.3457219999999999,1.8210909,0.5189996,1.8687614e-15,0.0
391,bcu-bll-fsrq-agn,7.864229e-11,2.5066557,2.5290357999999995,0.37317437,0.003461526,8.745788e-14,0.26701784
392,Soft,2.0253398e-10,2.5058408,2.4365454,1.8619694,0.14777327,7.826156e-13,0.89449173
393,bcu-bll-fsrq-agn,8.736424e-10,1.920909,1.7423145,3.3573809,0.093303,1.7634009e-13,0.05874756
394,bcu-bll-fsrq-agn,3.0416e-10,2.478526,2.2841654,4.492837000000001,1.30866,2.7844236e-13,0.24516149999999998
395,bcu-bll-fsrq-agn,6.661308000000001e-11,1.628908,1.5911548999999998,0.91380256,0.11940796,1.0866761e-15,0.82748663
397,bcu-bll-fsrq-agn,4.634184e-09,1.7227784,1.5631831,8.058989,0.06811146,1.1390691999999999e-12,0.19490844
398,Soft,1.1177399e-10,2.6419754,2.622218,0.5843515,0.07040312,4.8990315e-13,0.12220744
399,Soft,3.043252e-09,2.300774,2.1936252,7.567680999999999,0.100755796,8.51415e-12,0.9649051
400,Soft,1.1106566000000001e-10,2.303849,2.321702,1.1589973,0.0497663,6.734091e-14,0.0
401,Soft,7.931238e-10,2.5562224,2.4452941000000004,4.161041,0.10082302,1.626639e-11,0.76297146
402,bcu-bll-fsrq-agn,1.5907322e-09,1.9519442,1.9350893,1.0650197,0.016109826,1.4131858e-13,0.32469696
403,bcu-bll-fsrq-agn,4.2741724e-10,1.9796907,1.9613861000000001,0.5908004,0.024875516,5.2398342000000005e-14,0.48413482
405,Soft,2.8139216e-10,2.126766,2.083623,1.4468886,0.053939197,9.639052699999999e-14,0.0
406,Soft,1.694986e-10,2.6235626,2.572685,2.155952,0.25529122,8.1568834e-13,1.393205
408,Soft,1.8507198999999999e-10,2.4585195,2.4372685,0.52650815,0.05632762,1.1244587300000001e-13,0.51509243
413,Soft,9.04379e-11,2.503085,2.197896,1.8267523,0.43985575,1.9499909e-13,0.6900811
414,bcu-bll-fsrq-agn,1.3082474e-10,1.8294506999999998,1.4814651,1.9223006999999999,0.3241859,7.6328655e-15,0.5528847
415,bcu-bll-fsrq-agn,1.840392e-10,2.120499,2.0768394,1.0364352,0.057666472999999996,1.9114335e-14,0.7096743000000001
416,Soft,2.9163671e-09,2.1348064,2.0515146,4.7852190000000006,0.035320412,5.976579e-12,0.58669096
417,Soft,3.8686815e-10,2.629881,2.7384386000000003,4.2805943,1.4681004,1.0633436000000003e-12,0.0
418,Soft,1.4195343999999998e-10,2.3490702999999997,2.3386426,0.26474524,0.04242119,9.0103834e-14,0.594958
419,Soft,3.8477332e-10,2.4693704,2.3839228,2.7899115,0.1287125,2.1762425e-12,0.96139854
420,bcu-bll-fsrq-agn,8.184875e-11,2.6396077,2.6027944,1.7043700000000002,-0.025701312,1.8715014000000002e-13,0.6417675
421,bcu-bll-fsrq-agn,1.3241995e-10,2.3004944,2.3215892000000005,0.90090454,0.66846853,1.0481520000000001e-13,0.0
422,bcu-bll-fsrq-agn,1.0895597e-09,1.8377019,1.7638471000000002,2.0915586999999998,0.026840368,3.6847768e-13,0.3701676
424,Soft,2.803682e-10,2.6938310000000003,2.8278296000000003,2.0490916,0.65346223,6.5347895e-13,0.0
425,Soft,6.1470766e-09,2.1271484,2.0222726000000004,10.113482000000001,0.07196608,1.0894442e-11,0.26877084
426,Soft,5.105175e-10,2.5869598,2.4402564,3.9598136,0.14248104,1.22445405e-11,1.5234864
427,Soft,2.0931831e-10,2.449359,2.3940982999999996,1.3670995000000001,0.13289113,2.718886e-13,0.5298088000000001
428,bcu-bll-fsrq-agn,4.2476095e-10,2.0984325,1.9353738999999999,2.6665626000000002,0.059721332,2.2234548e-13,0.58995825
429,bcu-bll-fsrq-agn,2.3209172999999997e-10,2.2161868,2.0882587,1.8400343999999997,0.13472319,7.592350999999999e-14,0.0
430,bcu-bll-fsrq-agn,3.3945782000000004e-10,2.0588759999999997,1.8208698,2.6286662,0.16737366,1.1722748999999998e-13,0.0
431,bcu-bll-fsrq-agn,1.2498422e-10,2.2685852000000004,2.2852857,0.3777211,0.011344401,3.4807084e-14,0.40476707
432,bcu-bll-fsrq-agn,7.938451e-11,1.8954163,1.7456310000000002,1.7678314,0.23652235,5.895131e-15,0.0
433,Soft,2.0491255e-10,2.3996983,2.3577504,1.3865352,0.11970497,2.7557508e-13,1.3510891
434,bcu-bll-fsrq-agn,9.69516e-11,2.2915456,2.2848706,0.0,0.12949339,4.560469400000001e-14,0.0
435,bcu-bll-fsrq-agn,5.373330000000001e-10,1.8106520000000002,1.682604,2.9296677000000004,0.07862552,4.617e-14,0.26033863
436,bcu-bll-fsrq-agn,2.3044895e-10,2.2185588,2.239686,0.59263533,0.013436782,6.725434e-14,0.51502544
437,bcu-bll-fsrq-agn,1.007118e-10,2.2757883,2.1826548999999997,2.0395503,0.87363553,2.7709616e-14,0.0
439,Soft,8.845058e-11,2.4314902000000003,2.4068336,0.29218109999999997,0.066504225,1.1078403e-13,0.48747796
440,bcu-bll-fsrq-agn,1.2631057e-10,2.020839,2.0442524,0.2257362,0.010533583999999999,1.1920561000000001e-14,0.0
441,Soft,1.05555724e-10,2.3854415,2.3716586,0.1753357,0.021287663,4.204284e-14,0.3265849
442,bcu-bll-fsrq-agn,2.0853334e-10,2.3000941000000004,2.3597722,1.6225306000000002,-0.0029132462,7.973273e-14,0.0
443,Soft,4.226106e-10,2.2898242000000004,2.2694403999999997,0.7845741,0.011946473,1.791848e-13,0.29731476
444,Soft,1.9467938e-10,2.3466775,2.321687,0.584751,0.054598945999999995,1.6808607e-13,0.0
445,Soft,2.3260447999999998e-10,2.472932,2.4768673999999997,1.3630283,0.2635165,2.1578373000000001e-13,0.5632026
446,Soft,1.9535908e-10,2.3819258,2.327327,1.4858547,0.13103944,2.1035989e-13,0.6195843000000001
447,Soft,4.2863202e-10,2.5630782,2.4939106,2.8527215,0.15234289,2.8088287e-12,0.5448029000000001
448,bcu-bll-fsrq-agn,7.143810000000001e-10,2.006067,2.0166209,0.38435749999999996,0.009531878,1.3208736e-13,0.44443268
450,bcu-bll-fsrq-agn,4.301833e-10,2.0297077,2.0176196,0.45861796,0.022628647999999998,2.913866e-14,0.17482384
452,Soft,8.7169875e-11,2.3171623,2.3024428,0.18884383,0.021882053,3.2485533e-14,0.0
454,bcu-bll-fsrq-agn,4.781741e-11,3.0375257,3.0358334,0.10398997,0.07461922,1.3101024999999999e-12,0.4896545
455,bcu-bll-fsrq-agn,1.5048066e-09,1.9731218999999998,1.8722526000000002,3.0703282000000005,0.06491469,7.413757700000001e-13,0.32105842
456,bcu-bll-fsrq-agn,1.9217387e-10,2.1036634,2.1225753,0.8058964,-0.022607554,3.5679908e-14,0.344463
457,Soft,7.2332945e-10,2.3482385,2.2684677000000004,2.9338257000000003,0.115802005,1.0535705e-12,2.2234385
459,bcu-bll-fsrq-agn,5.601631400000001e-10,2.1975346,1.9368433999999997,4.477937,0.23360817,4.1021678e-13,0.24674290000000001
460,Soft,9.783769e-11,2.4705880000000002,2.459402,1.3290118999999998,0.29273707,2.0080382e-13,0.0
461,Soft,3.3608738e-10,2.5067482000000005,2.6761117000000003,2.1523366000000004,0.45013195,1.4874572e-13,0.4701338
462,bcu-bll-fsrq-agn,7.964131e-11,1.8232485,1.681841,1.3639328000000002,0.2911384,3.3510963000000002e-15,0.0
464,bcu-bll-fsrq-agn,3.9018833e-10,2.477568,2.4722874,0.45260423,0.011174368,7.707023000000001e-13,0.710396
465,Soft,1.2701899e-10,2.2253141,2.2112005,0.12869765,0.043972127,3.872303e-14,0.0
466,bcu-bll-fsrq-agn,3.0184302e-10,2.2006464,2.219007,0.30076614,0.030545602,1.2647309e-13,0.37237608
467,bcu-bll-fsrq-agn,5.0290283e-10,1.764674,1.5976335,2.4887667,0.049100954,7.34207e-14,0.47137323
468,bcu-bll-fsrq-agn,2.395133e-10,2.306013,2.0649688000000004,2.7016346,0.3929202,1.2273440000000001e-13,0.0
469,bcu-bll-fsrq-agn,4.8175595e-11,1.7168618000000002,1.7058573000000001,0.09602098,0.037294436,7.0342365e-16,0.0
470,Soft,4.537037e-10,2.4475477000000003,2.2505330000000003,3.5003792999999996,0.2368532,1.2064891000000001e-12,0.93796676
471,bcu-bll-fsrq-agn,5.8124844999999994e-11,1.6317278999999998,1.5251056,0.6975078,0.13756111,6.4878526e-16,0.0
472,Soft,2.1235534e-11,2.984234,3.0334494,3.377852,1.4944677,8.5675035e-12,0.6497448
473,Soft,3.0967937e-10,2.3659334,2.2711256,1.3806078000000002,0.17686892,3.0290029999999997e-13,1.7073627
475,Soft,7.310672599999999e-10,2.0989726,2.0105302,2.1208694,0.034994196,7.5190895e-13,0.42534520000000003
476,bcu-bll-fsrq-agn,2.4171418e-10,2.4491475,2.4512227,0.37614316,-0.008241865,3.0538045e-13,0.0
479,bcu-bll-fsrq-agn,7.05983e-11,2.7788197999999995,2.7737381,0.6383509,-0.015234428999999999,2.7027976e-13,0.80215025
480,bcu-bll-fsrq-agn,1.0974252e-09,1.9802196,1.8947359000000001,2.0265415,0.03768623,4.4016935999999995e-13,0.34756866
481,Soft,4.0918208e-10,2.0867856,2.048156,1.2273365,0.047012832000000004,1.731619e-13,0.26548237
483,bcu-bll-fsrq-agn,2.1123141e-10,1.8366243000000002,1.6283997,2.1003065,0.12101396,2.3926265000000002e-14,0.26470765
484,bcu-bll-fsrq-agn,2.5642607000000003e-10,2.5909972000000003,2.5885165,0.5148795999999999,0.040999476,3.7574566e-13,0.52020544
485,bcu-bll-fsrq-agn,1.3115606000000002e-10,1.9358433000000002,1.8821881,0.65182334,0.069494195,8.272346500000001e-15,0.9315747
486,bcu-bll-fsrq-agn,6.521835e-11,1.7036939999999998,1.4978257,2.177108,0.40949374,3.0201769e-15,0.0
487,Soft,1.3992721e-10,2.5231397,2.13855,2.2548828,1.2418263,4.948682e-13,0.94384855
488,Soft,9.684681e-11,2.2911064999999997,2.2877397999999998,0.7126916,0.03375417,4.3471743e-14,0.0
489,bcu-bll-fsrq-agn,1.971055e-10,1.8113284,1.5801459999999998,2.9024491,0.3577485,1.3030227e-14,0.0
491,Soft,3.1116276000000003e-10,2.3451736,2.3284307,1.1174562,0.09323954599999999,3.350531e-13,0.66647875
492,bcu-bll-fsrq-agn,2.67541e-10,2.1489131,2.061106,1.5430044,0.13165072,7.152298e-14,0.6543083000000001
494,bcu-bll-fsrq-agn,1.8187626e-10,1.9268698,1.8947853,0.3720673,0.013704563500000001,1.0839863e-14,0.20535089
496,Soft,4.9960586e-10,2.3026557,2.2788939999999998,0.6642726,0.052319727999999996,6.800375599999999e-14,0.51349413
497,Soft,1.994726e-09,2.2591026000000003,2.1503568,5.8461595,0.11025201,3.3414934999999997e-12,1.0701646
498,bcu-bll-fsrq-agn,1.4899948e-10,2.1858928,2.038104,1.1848875,0.19029851,1.9345594e-14,0.34456497
500,bcu-bll-fsrq-agn,1.2842753e-10,1.8947276999999998,1.4491328,1.7219418000000002,0.31542742,1.1918137e-14,0.24482693
501,bcu-bll-fsrq-agn,1.00360394e-10,2.0433903,1.5234867,2.6880612,0.96614474,2.1681867000000004e-14,0.49079543
502,bcu-bll-fsrq-agn,1.3475258000000002e-10,2.238197,2.2930137999999998,1.0675812,-0.012976613,5.2972817e-14,0.0
503,bcu-bll-fsrq-agn,1.2351853e-10,1.9710182,1.785247,1.8080386999999998,0.40293726,9.522492e-15,0.8549305
504,Soft,6.8976214e-10,2.5544496,2.5376105,4.6663440000000005,0.5138362,5.663399400000001e-13,0.0
505,Soft,8.541873e-10,2.3326792999999997,2.24758,2.6160226000000004,0.07916021,2.405322e-12,0.5740779
506,Soft,9.135086e-10,2.6157267,2.541923,4.910156,0.13424522,1.8969848e-11,0.5228874
